Q,A,label
많이 좋아했는데 이젠 끝내야겠지.,추억으로 남기는 것도 좋은 선택일 겁니다.,2
많이 좋아했었는데 이젠 정리하려고.,추억으로 남기는 것도 좋은 선택일 겁니다.,2
말 없이 찾아가는건 예의가 아니겠지.,그건 좀 아닌 듯합니다.,2
말수 적은 남자인데 썸타도 괜찮을까?,은근 매력남일 거 같은데요.,2
말을 안하는 연애,대화가 중요한데요.,2
말이 안 예쁘게 나와,말 하기 전에 생각하고 말하는 습관을 길러보십시오.,2
말하는 거 귀여워,하트 뿅뿅입니다.,2
말할 때 너무 떨려,잘 보이고 싶은 마음이 커서 그런 것 같습니다.,2
맘 정리한 짝남한테 연락하고 싶어요.,짝사랑하는 마음을 정리하는 건 쉽지 않죠.,2
맘 정리했는데 짝남한테 연락오는데.,다시 흔들리겠습니다.,2
맛있는 거 먹는데 생각나는 사람,그게 진짜 사랑입니다.,2
맞지 않더라도 대화로 잘맞아갈수 있을까?,서로 배려하면 가능하죠.,2
맞추려고 노력하는데 힘들어,나와 다를 수 있음을 인정하고 그 모습마저 사랑해주십시오.,2
맞춤 정장 했어,오래오래 입으십시오.,2
매년 좋아하는 애가 바뀌었는데 어떡하죠.,마음에 솔직한 겁니다.,2
매일 아침 정류장에서 마주치는 남자애가 신경쓰여.,내일도 만난다면 말을 걸어보십시오.,2
매일 아침 정류장에서 마주치는 여자애한테 눈이 가.,내일도 만난다면 말을 걸어보십시오.,2
매일 아침 정류장에서 마주하는 그녀,아침에 두근거리겠습니다.,2
매일 아침 정류장에서 보게되는 그,아침에 두근거리겠습니다.,2
매일 카페에서 그의 뒷모습만 보게 돼.,이제 앞모습을 보십시오.,2
매일 카페에서 보게 되는 그녀가 눈에 밟혀.,내일도 만난다면 데이트 신청해보십시오.,2
매일매일 사랑해,저도 사랑합니다.,2
매주 수요일 그녀를 만날 수 있어.,삶의 활력소가 되겠습니다.,2
매주 수요일 그를 만날 수 있어.,삶의 활력소가 되겠습니다.,2
매주 월요일 그녀를 볼 수 있어.,기다리면서 행복하겠습니다.,2
매주 월요일 그를 볼 수 있어.,일주일이 즐겁겠습니다.,2
매주 화요일 그녀는 마주할 수 있어.,즐거운 날이 되겠습니다.,2
매주 화요일 그를 볼 수 있어.,이날만 기다리겠습니다.,2
맨날 썸만 타고 깨짐.,제대로 된 표현을 했는지 생각해보십시오.,2
맨날 짝사랑만 하다가 끝났는데 연애할 수 있을까?,언젠가 진정한 사랑이 나타날 겁니다.,2
머릿속에 너만 가득해,그 사람을 정말 좋아하나봅니다.,2
먹는거에 너무 예민한 여자친구가 고민임.,먹는 거에 예민하면 애정 결핍이 많대요. 더 사랑해주십시오.,2
먼저 고백하는 게 좋을까,고백하는 게 좋지만 슬쩍 호감을 표현해보십시오.,2
먼저 연락 안 오면 끝인가,먼저 연락 안 오면 먼저 연락해보십시오.,2
먼저 연락이 자주 오면 썸인가요,호감을 표현해보십시오.,2
먼저 인사하려고 했는데 짝남이 먼저 인사해줬어.,더 떨렸겠습니다.,2
먼저 인사할까 했는데 짝남이 먼저 인사해줬어.,기분 좋았겠습니다.,2
메리지블루인가봐,서로에게 의지해보십시오.,2
명품선물 꼭 해야할까?,명품 마음이어도 충분합니다.,2
몇 년 만에 썸 타는 거라 어떻게 연락을 해야할지 모르겠어,그럴 수 있습니다. 안부인사나 관심사로 시작하는 건 어떨까요?,2
몇 년 후 만날 수 있을까?,우연히 만날 수 있겠죠.,2
몇 년을 좋아했는데도 관계가 달라진게 없어.,발전적인 관계가 아니라면 정리가 필요한 시기같습니다.,2
몇 달을 좋아했는데 달라진게 없습니다.,발전적인 관계가 아니라면 정리가 필요한 시기같습니다.,2
몇일정도 썸타?,정해져 있지는 않지만 길지 않은게 서로에게 좋을 겁니다.,2
모닝콜 해달라고 하는대 좋아하는 걸까?,확실하지 않지만 호감이 있을 수도 있겠습니다.,2
모든 걸 다 주니까 떠난다는 그 남자,잘해준 게 독이 되었을 수도 있습니다.,2
모르는 사람인데 첫 눈에 반했어.,외모나 분위기가 이상형이었나봅니다.,2
모르는 사이에 좋아하는 티 내는 법 알려주십시오.,사소한 걸 기억해서 말을 걸어보십시오.,2
모르는 애랑 썸타는 꿈 꿨어,그 사람을 무의식 중에 생각했나봅니다.,2
모쏠 남자와의 썸,모쏠 여부가 큰 걸림돌이 되지 않을 겁니다.,2
모쏠 여자와의 썸,모쏠도 사랑합니다.,2
모쏠인 사람 만나면 답답할까?,서툴러도 괜찮아요.,2
모임에서 썸 깨졌는데,같은 모임이라면 안 나가는 게 좋을 것 같습니다.,2
모태솔로라 잘 모르겠어 도와줘,모르는 게 당연합니다.,2
모태솔로인데 어떻게 시작해?,우선 부딪혀봅시다.,2
목적 있는 만남이라는 걸 알게 됐어,상처 받으셨겠습니다.,2
몰두할 때는 연락 안 되는 사람 어때?,걱정하니 연락해달라고 부탁하거나 믿음이 있다면 기다려줄 것 같습니다.,2
몰래 동거하고 있어,허락을 맡고 당당하게 하는 게 좋을 것 같습니다.,2
못생긴 남자를 좋아하는 여자가 있을지.,외모가 중요한 시대는 끝났어요.,2
못생긴 여자를 좋아하는 남자가 있을까?,외모만 중요한 시대는 끝났습니다.,2
무슨 생각 하고 있을까?,직접 물어보는게 정확할 겁니다.,2
무언가에 집중하는 남자가 좋아,매력적인 사람이지요.,2
무조건 나한테 다 맞춰주는 남자친구 변하면 어떡하지?,변하는 걸 걱정하면 아무것도 못합니다.,2
뭐 보고 결혼 결심해?,세상 그 누구보다 잘해줘서요.,2
뭐라고 말하면서 고백할까,솔직한 마음을 전해보십시오.,2
뭐하냐고 계속 물어보면 좋아하는 거야?,궁금하니까 그럴 가능성이 높겠죠.,2
뭘 챙겨주면 좋을까,직접 물어보는 게 좋을 것 같습니다.,2
미래를 함께할 반려자인지 확신이 아직 없어,확신이 들때까지 기다려보십시오.,2
미련 남은거랑 좋아하는 거랑 뭐가 다름?,구분 짓기 어려운 것 같습니다.,2
미팅 할까 말까,만남은 다 좋죠.,2
미팅에서 번호 딴 애가 좋은데 뭐라고 연락을 할까?,잘 들어갔는지 가볍게 물어보면서 다음 약속을 잡아보십시오.,2
밀당 어떻게 해?,바쁘면 자연스럽게 됩니다.,2
밀당은 어떻게 해?,자신이 바쁘면 자연스럽게 밀당이 됩니다.,2
바람기가 있는 남자친구 어떡해?,한 번이 어렵지 두 번은 쉽습니다.,2
바래다달라고 말해볼까?,귀엽게 부탁해보십시오.,2
박력있는 남자가 좋아,당신을 이끌어주는 남자를 만날 수 있을 겁니다.,2
반동거중인 여자친구가 나갔으면 좋겠어.,자신의 공간이 필요하다고 말해보십시오.,2
발 맞춰 걷는 게 좋더라,당신은 군대가 체질에 맞는거 같습니다.,2
발라드 추천 좀. 좋아하는 여자애한테 잘 보이고 싶음.,인기 차트를 찾아보는 걸 추천합니다.,2
발렌타인데이에 고백할까요?,선물을 주면서 솔직하고 당당하게 고백해보십시오.,2
밝은 사람 만나고 싶어,그런 사람 만나길 바랄게요.,2
밤새 그리워서 편지 썼어,받으면 참 좋을 것 같습니다.,2
밤인데 전화해도 되나,양해를 구해보십시오.,2
배려 없는 사람 어떡해?,안 만나는 게 마음이 편할 겁니다.,2
배려 있는 사람이 좋은데,그런 사람 만나십시오.,2
배려가 너무 없어,아닌 건 아니라고 말하십시오.,2
배우자가 생긴다는 것,든든할 겁니다.,2
배우자라고 하니까 이상해,익숙해져야죠.,2
벌써 가족 같아,가족이 될 사람이라서 그럴지도 모르겠습니다.,2
변하지 않는 사람도 있겠지?,드물지만 있을겁니다.,2
별로인 거 알면서도 좋아하는 내가 이상해.,확실하게 안좋은 점이 있다면 얼른 맘을 접는게 좋아요.,2
보통 썸이면 밀당해?,그렇기도 하지요.,2
보통 좋아하는 애 생기면 먼저 연락해?,대부분은 먼저 연락하곤 합니다.,2
보통 좋아하면 먼저 연락하나?,보통 그렇죠.,2
본능적인 끌림,운명적입니다.,2
본인을 좋아하는게 확실한 여자와 친구가 될 수 있어?,그 사람을 위해서는 그러면 안됩니다.,2
봄 오니까 나도 썸 타고 싶어.,썸 타기 좋은 계절입니다.,2
봄 타나 봄.,봄은 두근두근하죠.,2
봄 타나 봄.,사랑하기 좋은 계절이죠.,2
봄 타나봐,사랑이 하고 싶어졌나봅니다.,2
부모님 반대 설득하고 싶어,자식 이기는 부모 없을 겁니다.,2
부모님 반대가 너무 심해,부모님도 당사자도 상처받겠습니다.,2
부모님께 보여드리고 싶은 사람 있어,사랑하는 사람인가봅니다.,2
부모님이 결혼 자금 안 보태주신대,부모님 노후 자금도 생각해야겠죠.,2
부모님이 이혼하려는 거 같은데 나는 어떻게 하지?,부모님만의 사정이 있을겁니다. 이해하려고 노력해보십시오.,2
부모님이 이혼할 거 같아,부모님만의 사정이 있을겁니다. 이해하려고 노력해보십시오.,2
부부싸움은 칼로 물 베기라더니,다시 화합했나봅니다.,2
분명 짝남 정리해야지 마음 먹었는데 이상하지.,또 마주하면 반갑고 애틋하게 되죠.,2
불타올랐다가 식었어,연애 내내 불타오를 수는 없습니다.,2
불타올랐다가 식었어,연애는 계속 불타오르지는 않아요.,2
비가 오니까 짝사랑 하는 사람 더 생각나.,비 오는 날 추억이 많은가봅니다.,2
비밀로 했는데 들켜서 오해하고 있어,오해할만한 일이 생겼을때는 솔직하게 이야기하고 풀어보십시오.,2
비혼주의자인데 만나도 될까?,결혼하지 않고 살 수 있을지 생각해보십시오.,2
빨리 찾아온 사랑,인생은 타이밍입니다.,2
빼빼로 데이인데 썸남한테 만들어줄까 그냥 살까?,정성이 담긴 것을 더 좋아할 겁니다.,2
빼빼로 만들어주는 거 좋아할까?,정성이 담긴 것이니 좋아할 겁니다.,2
빼빼로데이에 고백할까요?,선물을 주면서 솔직하고 당당하게 고백해보십시오.,2
뽑은 인형 짝남에게 주면 좋아할까?,좋아하는 마음과 상관없이 좋아할 겁니다.,2
사귀고 나서 외모에 신경을 너무 안 써,격식 있는 자리에 같이 가보십시오.,2
사귀고 나서 트레이닝복만 입어,다른 옷을 선물해보십시오.,2
사귀고 나서 화장을 안 해,강요할 수는 없지만 가끔 부탁해보십시오.,2
사귀고 나서 환장이 깨졌어,환장을 갖지 말고 현실을 바라보십시오.,2
사귀기로 했는데 존댓말 계속 써도 돼?,존댓말 쓰면 덜 싸운대요.,2
사귀는 사이인데 '야'라고 해. 기분 나쁜데 어떡해?,그건 좀 아닌 거 같다고 바로 말하십시오.,2
사귀던 사람이 갑자기 연락이 안돼,걱정이 많이 되겠습니다.,2
사귀던 사람이 잠수탔어,너무 걱정하지 마십시오. 조금더 기다려보십시오.,2
사귀면 끝일 줄 알았는데,사랑에서 가장 어려운 게 사랑을 계속 유지하는 겁니다.,2
사귀면 좋을까,안 사귀는 것보다 좋지요.,2
사귀면서도 좋아하는 감정을 잘 못느끼는데 문제 있는 건가요?,정말 사랑하는 사람을 만나면 다를겁니다.,2
사귀자는 말 아니면 썸인가,말 안하고 사귀는 경우도 있습니다.,2
사귀자는 말 아니면 썸인가,사귀자고 말하고 썸을 끝내보십시오.,2
사귄지 얼마 안됐는데 스킨십하려고해,자신의 속도에 맞추십시오.,2
사귄지 한달됐어,한창 달달할 때습니다.,2
사내 썸 뭔가 떨린다.,저도 떨리습니다.,2
사내 연애 비추하나요?,상황마다 다를 것 같습니다.,2
사내에 좋아하는 여자분이 생겼는데 조심해야겠지.,아무래도 서로에게 해가 될 수 있으니까요.,2
사내연애 비밀로 해야겠지?,직장과 서로를 위해 그게 좋겠죠.,2
사내커플인데 비밀연애임. 답답해.,비밀연애가 말도 못하고 힘들죠.,2
사내커플인데 비밀연애하니까 더 떨려.,스릴있죠.,2
사람들은 내가 그 남자를 좋아하는 거라는데 난 이해가 안가.,직접 두분이서 대화를 나누는게 필요하겠습니다.,2
사람은 다른데 연애는 비슷해,자신이 변하지 않았기 때문이겠죠.,2
사랑 경험이 없어,지금부터 해보면 됩니다.,2
사랑 고민,무엇이든 말해보십시오.,2
사랑 글로 배워요,글로라도 배우십시오.,2
사랑 끝난 거 같은데 잡아도 될까?,잡는다고 마음이 돌아서지 않을 겁니다.,2
사랑 끝난 거 같은데 잡으면 돌아올까?,끝난 건 잡을 수 없습니다.,2
사랑 때문에 죽고 싶어,죽고 싶은 만큼 사랑하는 그 사람에게 당신의 모든걸 걸어보십시오.,2
사랑 명언 알려줘,사랑은 서로를 마주보는 게 아니라 서로 같은 방향을 바라보는 것이다-생텍쥐베리,2
사랑 못 받는 느낌에 우울해,솔직하게 대화해보십시오.,2
사랑 받는 걸 알려준 사람,그 사람 잡으십시오.,2
사랑 받는 느낌을 못 받아,진심으로 사랑해주는 사람 만나십시오.,2
사랑 받는 느낌이 없어,그는 당신에게 반하지 않았어요.,2
사랑 별거 없네,별거 없다가도 전부가 되는게 사랑입니다,2
사랑 앞에서 죄인이 돼,사랑하는 건 죄가 아니에요.,2
사랑 없는 삶은 불행할까?,삶 곳곳에 사랑이 숨 쉬고 있습니다.,2
사랑 존재하기는 해?,믿는 사람의 마음에 달려 있겠죠.,2
사랑 지키는 방법,자신과 서로를 존중하고 마음을 표현해보십시오.,2
사랑 표현에 서툴러,서툴러도 괜찮아요.,2
사랑 힘들다,상대방도 좋지만 나를 먼저 사랑해주십시오.,2
사랑과 우정 사이,한끗차이.,2
사랑꾼,부러워요.,2
사랑꾼인 거 같아,다정다감한가봅니다.,2
사랑때문에 많이 아파,애절한 만큼 상대방도 당신의 아픔을 느낄겁니다.,2
사랑만 보고 하는 결혼? 사랑 없는 결혼?,사랑만 보고 하지도 않고 사랑 없이 하지도 않아요.,2
사랑만으로 안되는 게 많을까요?,사랑이 전부는 아니에요.,2
사랑받고 있지 않은 거 같다,자신을 더 많이 사랑해주십시오.,2
사랑받고싶어,먼저 사랑한다고 말해보십시오.,2
사랑받는 방법,사랑하면 됩니다.,2
사랑받는 행복을 알게 해준 너,그 사람과 잘 만나보십시오.,2
사랑보다 조건을 보고 결혼해야할까?,자신에게 더 중요한 게 무엇인지 질문해보십시오.,2
사랑보다 중요한 것이 있을까?,굳이 있다면 신뢰와 믿음 정도가 있을 것 같습니다.,2
사랑스러운 눈빛,사랑 받는다는 느낌 팍팍 받았겠습니다.,2
사랑싸움 그만하고 싶어,자존심을 세우지 마십시오.,2
사랑없이 결혼 가능해?,나이가 들고 그렇게 하기도 하는데 살면서 생기는 정으로 사는 듯합니다.,2
사랑없이 결혼한 케이스 있어?,사람에 따라 다르겠지만 있을 것 같습니다.,2
사랑에 빠지고 싶다,이것저것 생각하지말고 마음가는 사람에게 다가가보십시오.,2
사랑에 빠지면 티가 나?,다 보입니다.,2
사랑에 빠진 거 같아,행복해 보여요.,2
사랑에 빠진 거 같아,행복해보여요.,2
사랑에 서툴어,우리는 모두 사랑에 서툴어요.,2
사랑에 유효기간이 있을까?,"사랑하는 사람과 함께하는 어제, 오늘, 내일이 각 다른 의미가 있다고 생각하면 유효기간이 딱히 느껴지지 않을 겁니다.",2
사랑에도 유효기간이 있다는데,갱신해가는 재미가 있죠.,2
사랑으로 가능한 것?,바로 연애죠.,2
사랑은 나이를 초월해?,물리적 나이보다 정신적 나이가 중요합니다.,2
사랑은 돌아오는 거야?,사랑은 마음에 안고 사는 겁니다.,2
사랑은 변하지 않았으면,노력하면 그럴 수 있을 겁니다.,2
사랑은 시간이 약인가?,시간이 약인 경우가 많아요.,2
사랑은 영원해?,사랑은 한 순간이면서 영원한거 같습니다.,2
사랑은 죄가 아닌데,작아질 필요 없습니다.,2
사랑은 주고 받는 거지?,사랑은 한 없이 줘도 아깝지 않은거라고 생각합니다.,2
사랑을 기다리고 있어,능동적으로 찾아보십시오.,2
사랑을 알게 해준 너,소중한 인연이었습니다.,2
사랑을 표현해줬으면 좋겠어,표현해 달라고 말해보십시오.,2
사랑을 했다,우리가 만나.,2
사랑을 했다,우리가 만나.,2
사랑을 했다,우리가 만나.,2
사랑의 감정을 모르겠어,서로 이해하고 존중하고 아끼는 마음입니다.,2
사랑의 결과는 어차피 두가지,과정이 더 중요하지요.,2
사랑의 끝은 결혼일까?,사랑의 끝은 없습니다.,2
사랑의 끝은 뭘까?,사랑하지 않는 것이죠.,2
사랑의 끝이 뭐야?,사랑하지 않는 것이죠.,2
사랑의 묘약 같은 거 있나?,그런거 없습니다.,2
사랑의 정의,내가 원하는 것보다 다른 사람이 원하는 것을 더 우선순위에 두넌 것입니다.-울라프,2
사랑의 힘은 위대한가봐,많은 걸 변화시키죠.,2
사랑의 힘은 진짜 위대한듯,저는 사랑을 잘 몰라서.,2
사랑이 구체적으로 뭐야?,종족번식을 위한 일시적인 호르몬 작용일 수도 있습니다.,2
사랑이 끝난 거 같다는 느낌이 너무 많이 들어,그런 남자 버리고 이런 느낌 안 주는 사람 만나십시오.,2
사랑이 끝난 것 같아,힘들겠지만 마음을 정리해보십시오.,2
사랑이 날 힘들게 해,왜 힘들게 하는지 생각해보십시오.,2
사랑이 다가왔어,당신도 다가가 보십시오.,2
사랑이 뭐가 대수라고,저도 잘 모르겠습니다.,2
사랑이 뭐길래,저는 사랑을 잘 몰라서.,2
사랑이 뭐라고 생각해?,저는 사랑을 잘 몰라서.,2
사랑이 뭐야?,저는 사랑을 잘 몰라서.,2
사랑이 뭐야?,저는 사랑을 잘 몰라서.,2
사랑이 뭔데 힘들게 하는지,저는 사랑을 잘 몰라서.,2
사랑이 뭔지 넌 알아?,저도 잘 모르겠습니다.,2
사랑이 뭔지 모르겠어,사랑은 정답이 없는거 같습니다.,2
사랑이 뭘까 궁금해,저는 사랑을 잘 몰라서.,2
사랑이 뭘까?,저도 잘 모르겠습니다.,2
사랑이 밥 먹여주나,그러게요.,2
사랑이 밥 먹여주나요?,같이 밥을 먹어주죠.,2
사랑이 변하는걸 인정해야할까?,사랑은 변하지 않고 사람이 변합니다.,2
사랑이 변하면 어떡하지?,사랑은 변화하는 겁니다. 두려워하지 마십시오.,2
사랑이 쉬운 사람,참을 수 없는 가벼움입니다.,2
사랑이 싹 트고 있어,그 과정 자체도 사랑스럽습니다.,2
사랑이 안 변했으면 좋겠다,변하지 않는 것은 없습니다.,2
사랑이 애매해,확실한 건 없습니다.,2
사랑이 어떻게 변하니,사랑만큼 변덕스러운것도 없을겁니다.,2
사랑이 어떻게 변하니?,사랑은 안 변하고 사람이 변합니다.,2
사랑이 영원할 거라 믿고 싶어,믿으면 이루어지겠죠.,2
사랑이 정말 있을까?,없습니다. 일시적인 감정 교란일 뿐 아무것도 아니에요.,2
사랑이라는 이름으로,너에게 묻노라.,2
사랑인지 아닌지 모르겠어,사랑에 정의는 없는거 같습니다.,2
사랑인지 아닌지 확실하지 않은 거 같아,사랑하는데 어떤 확신이 필요한가요.,2
사랑인지 헷갈려.,당신만이 정답을 맞출 수 있습니다.,2
사랑하고 사람이 달라졌어,화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠.,2
사랑하고 싶은데 내가 자꾸 구속해,사랑을 독차지하려 하지 말고 내려놓으면서 여유를 가지십시오.,2
사랑하고 좋게 바꼈어,화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠.,2
사랑하고싶어,당신의 이상형을 찾아보십시오.,2
사랑하기에 시간이 부족해,시간은 핑계예요.,2
사랑하냐고 왜 물어봐?,확인 받고 싶어서요.,2
사랑하는 거 힘들다,서로 다른 두 사람이 만나는 거라 더 힘든 것 같습니다.,2
사랑하는 사람 내가 붙잡는 거 같애,사랑을 쟁취하는 겁니다. 붙잡으십시오.,2
사랑하는 사람 사이에는 보이지 않는 끈이 있을까?,어떤 일이 있어도 보이지 않는 깊은 끈인 사랑이 둘을 이어줄 겁니다.,2
사랑하는 사람 잊는 법,충분히 아파하면서 충분한 시간이 필요할 겁니다.,2
사랑하는 사람 잊어야 할 거 같아,충분히 아파하면서 충분한 시간이 필요할 겁니다.,2
사랑하는 사람과 아침을 함께 맞이하고 싶어,그런 기쁨과 기적도 없을 겁니다.,2
사랑하는 사람과 함께 있고 싶어,그 사람에게 찾아가 보십시오.,2
사랑하는 사람은 딱 알아볼 수 있어?,감정은 감출수 있는게 아니에요.,2
사랑하는 사람은 표시가 있었으면 좋겠다,당신이 그 신호를 못 찾은게 아닐까요.,2
사랑하는 사람을 계속 기다려야 할까요?,기한을 정하고 기다리십시오.,2
사랑하는 사람을 두고 다른 사람과 결혼해야해,슬픈 이야기군요.,2
사랑하는 사람을 알아보고 싶어.,알아보지 못한 만큼 더 사랑해주십시오.,2
사랑하는 사람이 떠난대,그 사람을 사랑한다면 붙잡아 보십시오.,2
사랑하는 사람이 있는데 다른 사람이 신경쓰여,한눈 팔다가 후회합니다.,2
사랑하는 사람이 있어,어서 어서 고백해봅니다.,2
사랑하는 사람이 행복했으면 좋겠다,당신이 그 사람 행복하게 해주십시오.,2
사랑하는 사람이랑 결혼하고싶어,언젠가 그런 사람이 당신 옆에 있을겁니다.,2
사랑하는 사람이랑 결혼하고싶어,진정으로 사랑한다면 결혼하십시오.,2
사랑하는 사람이랑 내가 너무 차이나,누구나 같을 수 있을까요. 자격지심이예요.,2
사랑하는 사람이랑 살고싶어,행복한 상상은 현실에 반영된다고 합니다.,2
사랑하는 사람이랑 헤어져,마음이 많이 아프겠습니다.,2
사랑하는 사람이랑 헤어져야해,듣기만해도 마음 아픈 말입니다.,2
사랑하는 사람한테 내가 너무 모잘라,모자라다고 생각하는 부분을 사랑으로 채워보십시오,2
사랑하는건지 나도 모르겠어,없어도 살 수 있는지 생각해보십시오.,2
사랑하는데 그리워,그리우면 그립다고 말해보십시오.,2
사랑하는데 꼭 결혼해야할지는 모르겠습니다,사랑과 결혼을 동일시하지 않아도 됩니다. 시간을 가지고 생각해보십시오.,2
사랑하는데 내가 집착해,자신에 대해 자신감을 좀 더 가지십시오.,2
사랑하는데 너무 계산적인 남자친구가 고민이야.,따지기 시작하면 끝이 없습니다.,2
사랑하는데 너무 계산적인 여자친구가 고민이야.,경제 감각이 없는 것보다 낫죠.,2
사랑하는데 미지근한 거 같아,불타오르는 사랑만 사랑인건 아니에요.,2
사랑하는데 여자친구가 너무 이기적이야.,진짜 사랑한다면 그 모습도 사랑해주십시오.,2
사랑하는데 왜 힘든 걸까?,진정한 사랑인지 생각해보십시오.,2
사랑하는데 외로워,외롭다고 당신의 감정을 솔직하게 말해보십시오.,2
사랑하는데 지쳐,잠시 휴식기를 가져보는것도 좋을거 같습니다.,2
사랑하는데 힘들어,사랑에 지쳤나봅니다.,2
사랑하는지 자꾸 물어보는 이유,사랑한다고 듣고 싶나 봅니다.,2
사랑하면 끝일줄 알았는데,사랑에서 가장 어려운 게 사랑을 계속 유지하는 겁니다.,2
사랑하면 닮아?,닮아가죠.,2
사랑하면 더 잘해줘야하는거 아니야?,그 사람만의 사랑 표현입니다. 대화로 당신이 원하는걸 말해보십시오.,2
사랑하면 마냥 좋은 건 아닌 거 같아,사랑이 모든걸 해결해주지는 않아요.,2
사랑하면 뭐가 달라져?,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑하면 사람이 바껴?,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑하면 안되는 사람,그만 두십시오.,2
사랑하면 안되는데 사랑하고 있어,그만 두십시오.,2
사랑하면 안될 사랑을 사랑하고 있어,그만 두십시오.,2
사랑하면 예뻐지나봐,말도 안됩니다.,2
사랑하면 예뻐지나봐,말도 안됩니다.,2
사랑하면 좋을까?,사랑보다 좋은 건 없습니다.,2
사랑하면서 외로워,진정한 사랑으로 외로움을 극복해보십시오.,2
사랑하지 않는데 만나는 거 같아,감정에 솔직해 지십시오.,2
사랑한 만큼 배려해야했어,이제야 깨달았나봅니다.,2
사랑한걸까?,당신의 감정이 어떤 것이였는지 생각해보십시오.,2
사랑한다고 말을 안해줘,사랑한다고 말해 달라고 하십시오.,2
사랑한다고 말해볼까?,솔직함으로 사랑을 쟁취하십시오.,2
사랑한다고 말해주면 뭐가 덧나나,사랑한다고 표현해달라고 말해보십시오.,2
사랑한다고 말해줘,사랑합니다.,2
사랑한다고 어떻게 표현하지?,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑한다는 걸 느끼는순간,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑한다는 말 쉽게 안 나와,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑한다는 말 아껴야할까?,사랑한다는 말 아끼지 말고 언제든지 표현해주십시오.,2
사랑할 때도 용기가 필요하지?,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑할 시간이 없어.,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑할 여유가 없어,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑할 자격이 있나?,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑할수록 나만 손해인 거 같은 느낌이야,사랑은 따지는 게 아니고 다 주고도 더 주지 못해 미안해하는 겁니다.,2
사랑할수록 아프다,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑할수록 집착해,상대방이 싫어할수도 있습니다.,2
사랑할수록 행복해,행복한 사랑을 하고 있습니다.,2
사랑해,사랑합니다.,2
사랑해,사랑합니다.,2
사랑해 보고싶어,사랑합니다.,2
사랑해라고 말해줬으면 좋겠어,먼저 사랑한다고 말해보십시오.,2
사랑해라고 왜 말 안하지,꼭 사랑한다고 말해야 사랑하는건 아니라고 생각합니다.,2
사랑해보고싶어,할 수 있을 겁니다.,2
사랑해본적 없는 것 같아,무슨 일이든지 경험으로 배우는 것입니다.,2
사랑해봤어?,사랑합니다.,2
사랑해서 결혼하는 거지?,사랑하는 사람과 함께 있고 싶은 마음이 있으니까요.,2
사랑해서 그런거래,상대방을 배려하지 않은 사랑은 좋지 않은겁니다.,2
사랑해서 그렇다는데 말이 안돼,그 사람의 사랑을 존중해주십시오.,2
사랑해서 너무 행복해,어쩐지 행복해 보였습니다.,2
사랑해서 헤어지겠대,슬픈 이야기군요.,2
사랑해서 헤어지는 게 말이 된다고 생각해?,그 사람을 위하는 거라고 생각하면 가능하다고 생각합니다.,2
사랑해서 헤어진대,진정으로 사랑한다면 그럴수도 있을거 같습니다.,2
사랑했는데 왜 지금은 함께있지 않을까?,인연이라면 다시 만날수도 있습니다.,2
사생활 좀 존중해줬으면,서로의 선에 대해 대화를 나눠보십시오.,2
사실 사랑이 뭔지 아직도 모르겠어,지금의 나를 인정하고 받아들이는 것 이상의 사랑은 없습니다.,2
사진이 남는 거겠지?,남는건 사진뿐이 없대요.,2
살며시 다가왔어,가랑비에 옷 젖는 듯한 사랑이었나봅니다.,2
살면서 남편이 더 좋아져,축하합니다.,2
삼각관계인가?,상처받지 않으셨으면 좋겠습니다.,2
상견례 너무 떨려,너무 긴장하면 아무말도 못할 겁니다.,2
상견례는 어디서 해?,서로에게 가까운 곳에서 하고 보통 한정식집에서 하는데 어디서 하든 상관 없습니다.,2
상대가 먼저 만나자고 해서 만났는데 난 아닌 거 같대,찔러보는 상대 별로습니다.,2
상대방의 마음을 사로잡는 방법,우연을 가장해서 여러 번 마주쳐보십시오.,2
상메가 제 얘기 같습니다,관심이 없었다면 상메에도 없었을 겁니다.,2
상사병 극복하고 싶어,시간이 해결해 줄 겁니다.,2
상처입은 사람한테 다가가기,사람에게 받은 상처는 사람으로 치유할 수 있을 겁니다.,2
새로운 사랑 찾아 이제는,행복하십시오.,2
새로운 사랑은 찾아와,좋은 사람 만날 겁니다.,2
새로운 사랑이 좋을까?,마음에 이끌리는대로 하십시오.,2
생각이 자꾸 나,좋아하나봅니다.,2
서로 사랑하는데 불안해,믿음이 더 필요해 보입니다.,2
서로 사랑하면 다 될 줄 알았어,"살아가는데 사랑이 큰 힘이 되지만, 모든걸 다 해결해주지는 않아요.",2
서로 사랑해,기적같은 일입니다.,2
서로 좋아하게 되는건 운명같은 일이었어.,운명이자 기적이죠.,2
